,Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
0,2023-01-01,2023,1,7,Ingreso,770000,Ingresos extraordinarios,0,0,15496
1,2023-01-01,2023,1,7,Ingreso,770000,Ingresos extraordinarios,0,0,7346
2,2023-01-01,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,15129
3,2023-01-01,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,548
4,2023-01-01,2023,1,7,Ingreso,770000,Ingresos extraordinarios,0,0,12142
5,2023-01-01,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,15561
6,2023-01-02,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,15997
7,2023-01-02,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,2746
8,2023-01-02,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,2422
9,2023-01-02,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,4246
10,2023-01-03,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,11997
11,2023-01-03,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,5838
12,2023-01-03,2023,1,7,Ingreso,770000,Ingresos extraordinarios,0,0,4888
13,2023-01-03,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,20398
14,2023-01-04,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,558
15,2023-01-04,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,9158
16,2023-01-04,2023,1,7,Ingreso,770000,Ingresos extraordinarios,0,0,5663
17,2023-01-04,2023,1,7,Ingreso,746500,Subvenciones de capital transferidas a resultados,0,0,13049
18,2023-01-05,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,5018
19,2023-01-05,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,5154
20,2023-01-05,2023,1,7,Ingreso,760000,Ingresos financieros,0,0,7650
