,Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
0,2023-01-01,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,17948
1,2023-01-01,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,22640
2,2023-01-01,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,3034
3,2023-01-01,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,21685
4,2023-01-01,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,11428
5,2023-01-01,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,13779
6,2023-01-02,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,5703
7,2023-01-02,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,24089
8,2023-01-02,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,13305
9,2023-01-02,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,19130
10,2023-01-02,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,20218
11,2023-01-03,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,9765
12,2023-01-03,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,9909
13,2023-01-03,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,21629
14,2023-01-03,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,20294
15,2023-01-03,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,16357
16,2023-01-04,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,8717
17,2023-01-04,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,6706
18,2023-01-04,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,19174
19,2023-01-04,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,9974
20,2023-01-05,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,4244
21,2023-01-05,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,19060
22,2023-01-05,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,14786
23,2023-01-05,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,23185
24,2023-01-05,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,2524
25,2023-01-05,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,22156
26,2023-01-05,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,18715
27,2023-01-06,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,13864
28,2023-01-06,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,6789
29,2023-01-06,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,11736
30,2023-01-06,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,22809
31,2023-01-06,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,11145
32,2023-01-06,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,7521
33,2023-01-06,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,21142
34,2023-01-07,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,18045
35,2023-01-07,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,23115
36,2023-01-07,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,17713
37,2023-01-07,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,24278
38,2023-01-08,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,15205
39,2023-01-08,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,12370
40,2023-01-08,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,6749
41,2023-01-08,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,6684
42,2023-01-09,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,7565
43,2023-01-09,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,7353
44,2023-01-09,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,18567
45,2023-01-09,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,19588
46,2023-01-09,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,3431
47,2023-01-09,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,16266
48,2023-01-09,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,18122
49,2023-01-09,2023,1,7,Ingreso,746000,Subvenciones para gastos de personal,0,0,14904
50,2023-01-09,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,6464
51,2023-01-10,2023,1,7,Ingreso,794000,Reversión de provisiones para riesgos y gastos,0,0,23915
52,2023-01-10,2023,1,7,Ingreso,740000,Subvenciones de explotación,0,0,23566
53,2023-01-10,2023,1,7,Ingreso,792000,Reversión de provisiones de operaciones comerciales,0,0,20089
